UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,11,2016,51,4290370,2116920,2173450,1677566,1680510,266489,300683,25193,24938,114249,130653,4632,4547,28791,32119,1701560,1707083,274889,311134,39218,40385,124595,141998,8114,8362,1781030,1846853,1375359,1388345,253163,285891,15116,16080,111320,127552,3572,3536,22500,25449,1393833,1409108,259015,293465,25747,28122,120278,137343,6484,6739,335890,326597,302207,292165,13326,14792,10077,8858,2929,3101,1060,1011,6291,6670,307727,297975,15874,17669,13471,12263,4317,4655,1630,1623
R,11,2016,52,4467611,2196034,2271577,1751969,1770169,270548,307218,25369,25527,114508,131859,4540,4604,29100,32200,1776149,1796735,278748,317333,39931,41711,124889,143013,8098,8384,1871851,1949861,1460097,1481874,257836,292791,15621,16817,111719,128956,3528,3615,23050,25808,1479000,1502887,263597,300157,26923,29729,120736,138628,6509,6821,324183,321716,291872,288295,12712,14427,9748,8710,2789,2903,1012,989,6050,6392,297149,293848,15151,17176,13008,11982,4153,4385,1589,1563
R,11,2016,53,4449574,2179761,2269813,1743290,1776123,263831,299891,24802,24915,114825,132501,4287,4508,28726,31875,1767212,1802374,271782,309766,39401,41024,124988,143415,7706,8324,1872905,1961258,1467250,1499932,251613,286080,15652,16481,112148,129626,3324,3556,22918,25583,1486119,1520718,257224,293324,27091,29370,121025,139045,6222,6764,306856,308555,276040,276191,12218,13811,9150,8434,2677,2875,963,952,5808,6292,281093,281656,14558,16442,12310,11654,3963,4370,1484,1560
R,11,2016,54,4447111,2175342,2271769,1748741,1788969,260600,297541,24127,24749,109326,124686,4392,4505,28156,31319,1772262,1814637,268165,307282,38346,40986,119350,135265,7858,8213,1881221,1974820,1483669,1522983,249147,284550,15363,16512,106784,121931,3478,3588,22780,25256,1502490,1543442,254522,291688,26721,29584,115585,131084,6454,6679,294121,296949,265072,265986,11453,12991,8764,8237,2542,2755,914,917,5376,6063,269772,271195,13643,15594,11625,11402,3765,4181,1404,1534
R,11,2016,55,4452920,2173042,2279878,1762342,1809224,255320,294121,23495,24663,99954,116963,4162,4236,27769,30671,1785457,1834336,262694,303555,37877,40929,109790,127138,7516,7887,1895578,1997354,1512354,1556075,244495,281650,15313,16998,97577,114360,3342,3385,22497,24886,1530854,1576211,249791,288635,26842,30228,106174,123171,6201,6449,277464,282524,249988,253149,10825,12471,8182,7665,2377,2603,820,851,5272,5785,254603,258125,12903,14920,11035,10701,3616,3967,1315,1438
R,11,2016,56,4535291,2211784,2323507,1786831,1837245,263405,302151,23670,24936,105774,124366,4239,4359,27865,30450,1810145,1862131,270778,311414,38174,41062,115481,134545,7538,7957,1932914,2039042,1535563,1581996,252602,289681,15374,17318,103334,121707,3385,3527,22656,24813,1554311,1602025,257899,296583,27063,30467,111884,130540,6160,6588,278870,284465,251268,255249,10803,12470,8296,7618,2440,2659,854,832,5209,5637,255834,260106,12879,14831,11111,10595,3597,4005,1378,1369
R,11,2016,57,4437053,2161693,2275360,1754755,1807091,254125,293980,22600,23644,99718,117419,3972,4027,26523,29199,1776868,1831075,260944,302782,36524,39428,109123,126930,7105,7369,1904098,2010825,1522638,1570034,243991,282178,15034,16464,97482,114972,3210,3279,21743,23898,1540620,1589417,248912,288746,26362,29438,105769,123277,5868,6123,257595,264535,232117,237057,10134,11802,7566,7180,2236,2447,762,748,4780,5301,236248,241658,12032,14036,10162,9990,3354,3653,1237,1246
R,11,2016,58,4315352,2092712,2222640,1703086,1770220,242085,281818,20846,22523,97997,116522,3669,3860,25029,27697,1723851,1792853,248611,290127,34327,37662,106596,125539,6527,6948,1856461,1974687,1490649,1547744,232348,270777,14027,15924,95936,114288,2959,3150,20542,22804,1507522,1566192,237070,276996,25083,28466,103526,122145,5385,5807,236251,247953,212437,222476,9737,11041,6819,6599,2061,2234,710,710,4487,4893,216329,226661,11541,13131,9244,9196,3070,3394,1142,1141
R,11,2016,59,4316028,2086064,2229964,1702880,1782847,237969,279845,20911,22128,96159,114394,3523,3671,24622,27079,1723288,1805043,244391,287909,34324,37403,104495,122777,6381,6728,1857074,1987519,1496701,1564866,228782,269253,14069,15798,94231,112373,2883,2946,20408,22283,1513445,1582920,233544,275275,25157,28514,101664,119652,5331,5544,228990,242445,206179,217981,9187,10592,6842,6330,1928,2021,640,725,4214,4796,209843,222123,10847,12634,9167,8889,2831,3125,1050,1184
R,11,2016,60,4181513,2012851,2168662,1646309,1732446,227169,271870,19660,21356,93096,113272,3363,3485,23254,26233,1665667,1753968,233188,279609,32452,36299,100831,121389,6029,6431,1797952,1938156,1452978,1525431,218406,261745,13332,15319,91237,111110,2733,2894,19266,21657,1468866,1542998,222795,267536,23922,27813,98109,118167,5031,5407,214899,230506,193331,207015,8763,10125,6328,6037,1859,2162,630,591,3988,4576,196801,210970,10393,12073,8530,8486,2722,3222,998,1024
R,11,2016,61,4089949,1964603,2125346,1611597,1704341,216598,259922,18886,20282,91929,112712,3201,3454,22392,24635,1630142,1724372,222341,267247,31255,34247,99384,120400,5791,6245,1758068,1901570,1425417,1502589,208229,250427,12957,14647,90141,110717,2656,2822,18668,20368,1440719,1518922,212429,255938,23292,26340,96799,117435,4899,5218,206535,223776,186180,201752,8369,9495,5929,5635,1788,1995,545,632,3724,4267,189423,205450,9912,11309,7963,7907,2585,2965,892,1027
R,11,2016,62,3989512,1908012,2081500,1572522,1676981,205903,250284,17680,19247,87915,108287,3017,3244,20975,23457,1589932,1696074,211250,257137,29457,32721,94818,115417,5370,5945,1716501,1870913,1399354,1486559,198201,241599,12427,14164,86333,106402,2506,2671,17680,19518,1413888,1502222,202192,246771,22419,25537,92496,112676,4565,5012,191511,210587,173168,190422,7702,8685,5253,5083,1582,1885,511,573,3295,3939,176044,193852,9058,10366,7038,7184,2322,2741,805,933
R,11,2016,63,3789219,1803921,1985298,1496238,1609785,187828,232303,16297,17690,81351,100693,2763,2900,19444,21927,1512434,1627690,192589,238629,27438,30418,87624,107372,4949,5413,1629771,1791619,1338820,1434477,180794,224266,11472,13093,79910,99044,2318,2424,16457,18315,1352452,1449234,184320,229052,20954,23876,85539,104932,4232,4626,174150,193679,157418,175308,7034,8037,4825,4597,1441,1649,445,476,2987,3612,159982,178456,8269,9577,6484,6542,2085,2440,717,787
R,11,2016,64,3689344,1753144,1936200,1460574,1574152,177001,222741,15107,16851,79831,99277,2680,2842,17951,20337,1475454,1590800,181470,228563,25394,28864,85592,105286,4766,5188,1590909,1753950,1313660,1409067,170575,215171,10774,12518,78437,97689,2275,2387,15188,17118,1326122,1422910,173915,219640,19552,22807,83599,102958,4094,4406,162235,182250,146914,165085,6426,7570,4333,4333,1394,1588,405,455,2763,3219,149332,167890,7555,8923,5842,6057,1993,2328,672,782
R,11,2016,65,3519321,1667523,1851798,1395013,1509185,167023,213699,14158,15810,72083,91395,2361,2601,16885,19108,1408966,1524841,171176,219246,24145,27307,77316,96770,4318,4755,1514931,1680154,1256279,1353836,161151,206466,10266,11754,70864,89895,2012,2184,14359,16019,1268045,1366763,164302,210694,18808,21618,75556,94607,3737,4059,152592,171644,138734,155349,5872,7233,3892,4056,1219,1500,349,417,2526,3089,140921,158078,6874,8552,5337,5689,1760,2163,581,696
R,11,2016,66,3413016,1612756,1800260,1340675,1459571,164002,208764,13854,15271,75502,95747,2394,2487,16329,18420,1354232,1474496,168095,214214,23468,26124,80517,101245,4274,4625,1466327,1631026,1207814,1306300,158180,201514,10127,11371,74314,94281,2016,2118,13876,15442,1219237,1318665,161256,205644,18375,20666,78799,99067,3699,3953,146429,169234,132861,153271,5822,7250,3727,3900,1188,1466,378,369,2453,2978,134995,155831,6839,8570,5093,5458,1718,2178,575,672
R,11,2016,67,3333819,1573742,1760077,1319083,1438088,151854,197002,13119,14284,72230,90888,2286,2460,15170,17355,1331673,1452237,155527,202031,22243,24736,76789,95768,4064,4449,1437976,1602739,1195633,1295088,146609,190373,9680,10830,71154,89621,1942,2079,12958,14748,1206311,1306986,149404,194276,17575,19924,75206,93914,3498,3829,135766,157338,123450,143000,5245,6629,3439,3454,1076,1267,344,381,2212,2607,125362,145251,6123,7755,4668,4812,1583,1854,566,620
R,11,2016,68,3252443,1531365,1721078,1292490,1417369,142387,186012,12183,13601,67971,85235,2082,2295,14252,16566,1304283,1431007,145916,190673,20758,23630,72224,89897,3709,4156,1404984,1572907,1177535,1282609,137460,179989,9117,10361,66950,84006,1767,1956,12155,13986,1187504,1293994,140160,183558,16530,19041,70727,88076,3209,3575,126381,148171,114955,134760,4927,6023,3066,3240,1021,1229,315,339,2097,2580,116779,137013,5756,7115,4228,4589,1497,1821,500,581
R,11,2016,69,3383480,1592361,1791119,1366753,1504524,133926,175129,12056,13033,63224,79780,1993,2059,14409,16594,1378825,1518321,137375,179751,21036,23339,67233,84218,3628,3851,1471920,1648500,1256951,1374373,129485,169494,9058,10032,62279,78625,1703,1756,12444,14220,1267315,1386084,132149,173112,16950,19050,65831,82559,3160,3357,120441,142619,109802,130151,4441,5635,2998,3001,945,1155,290,303,1965,2374,111510,132237,5226,6639,4086,4289,1402,1659,468,494
R,11,2016,70,2751984,1288502,1463482,1100344,1220819,108684,145399,9898,11012,55887,70576,1820,1808,11869,13868,1110331,1232279,111480,149168,17055,19276,59320,74565,3244,3428,1183522,1336441,1004616,1105010,104679,140181,7369,8423,55109,69546,1574,1546,10175,11735,1013134,1114601,106800,143076,13626,15554,58158,73061,2817,2991,104980,127041,95728,115809,4005,5218,2529,2589,778,1030,246,262,1694,2133,97197,117678,4680,6092,3429,3722,1162,1504,427,437
R,11,2016,71,2433319,1131309,1302010,959723,1079018,99928,135395,8704,9958,51024,63712,1637,1749,10293,12178,968295,1089077,102381,138715,14787,17193,54134,67218,2949,3192,1034023,1183516,870811,970732,96311,130662,6470,7548,50260,62790,1403,1494,8768,10290,878043,979147,98159,133178,11731,13782,53017,65873,2557,2763,97286,118494,88912,108286,3617,4733,2234,2410,764,922,234,255,1525,1888,90252,109930,4222,5537,3056,3411,1117,1345,392,429
R,11,2016,72,2379052,1098964,1280088,938044,1067559,93320,128958,8147,9308,48166,60782,1451,1629,9836,11852,946293,1077348,95628,132268,14026,16423,51055,64107,2680,3068,1011141,1169866,857723,966724,89972,124673,6161,7087,47538,59900,1258,1391,8489,10091,864787,974981,91740,127235,11340,13293,50122,62814,2355,2681,87823,110222,80321,100835,3348,4285,1986,2221,628,882,193,238,1347,1761,81506,102367,3888,5033,2686,3130,933,1293,325,387
R,11,2016,73,2412612,1108588,1304024,958058,1103328,88606,124806,7536,8917,43897,54183,1335,1394,9156,11396,965811,1112830,90659,127861,13171,15875,46425,57254,2486,2734,1027478,1199587,883699,1007803,85570,120657,5811,6843,43280,53412,1169,1193,7949,9679,890410,1015819,87143,122972,10815,12916,45521,56089,2196,2390,81110,104437,74359,95525,3036,4149,1725,2074,617,771,166,201,1207,1717,75401,97011,3516,4889,2356,2959,904,1165,290,344
R,11,2016,74,2188378,999494,1188884,859770,1001024,80874,115125,6896,8065,42434,53216,1135,1343,8385,10111,866778,1009423,82838,117860,12056,14274,44798,55955,2112,2470,926058,1092481,792449,912682,78093,111341,5355,6190,41913,52491,974,1123,7274,8654,798504,919816,79612,113448,9928,11637,44017,54914,1835,2132,73436,96403,67321,88342,2781,3784,1541,1875,521,725,161,220,1111,1457,68274,89607,3226,4412,2128,2637,781,1041,277,338
R,11,2016,75,1946043,880184,1065859,755878,895640,71464,104697,6243,7208,38153,47908,1040,1162,7406,9244,762084,903325,73144,107177,10725,12872,40338,50450,1930,2193,813607,978799,694790,815687,68998,101379,4830,5617,37676,47242,911,970,6402,7904,700131,822212,70274,103292,8802,10577,39610,49462,1700,1886,66577,87060,61088,79953,2466,3318,1413,1591,477,666,129,192,1004,1340,61953,81113,2870,3885,1923,2295,728,988,230,307
R,11,2016,76,1813525,812380,1001145,693993,837651,67323,100340,5734,6861,37403,46625,1013,1157,6914,8511,699751,844725,68897,102668,9848,11936,39547,49006,1852,2176,748759,915981,635542,759467,64994,97005,4384,5320,36925,45998,885,950,6029,7241,640545,765424,66213,98786,8015,9734,38853,48101,1638,1849,63621,85164,58451,78184,2329,3335,1350,1541,478,627,128,207,885,1270,59206,79301,2684,3882,1833,2202,694,905,214,327
R,11,2016,77,1681341,750789,930552,643975,781683,60926,91733,5034,6153,33904,41911,824,1113,6126,7959,649142,788278,62331,93847,8635,10913,35758,44177,1568,2078,692583,851940,590505,709423,58722,88676,3842,4757,33494,41351,700,934,5320,6799,594959,715045,59809,90269,7019,8918,35160,43339,1374,1769,58206,78612,53470,72260,2204,3057,1192,1396,410,560,124,179,806,1160,54183,73233,2522,3578,1616,1995,598,838,194,309
R,11,2016,78,1600892,708328,892564,610672,754306,55272,85354,4660,5867,31243,38915,807,991,5674,7131,615444,760244,56545,87271,8056,10083,32972,40958,1463,1827,654877,818445,561454,686151,53342,82477,3604,4556,30854,38408,685,808,4938,6045,565584,691153,54329,83937,6611,8222,32397,40188,1269,1531,53451,74119,49218,68155,1930,2877,1056,1311,389,507,122,183,736,1086,49860,69091,2216,3334,1445,1861,575,770,194,296
R,11,2016,79,1470641,642978,827663,554387,698455,50026,79602,4095,5283,28634,36754,709,904,5127,6665,558756,703999,51208,81421,7126,9149,30195,38669,1289,1725,593980,758989,509160,635274,48300,76985,3134,4064,28309,36233,602,749,4475,5684,512959,639960,49209,78384,5832,7447,29712,37920,1117,1476,48998,68674,45227,63181,1726,2617,961,1219,325,521,107,155,652,981,45797,64039,1999,3037,1294,1702,483,749,172,249
R,11,2016,80,1368462,590464,777998,510059,658098,45447,74593,3668,4795,26039,33682,622,791,4629,6039,513959,663111,46479,76263,6340,8331,27511,35408,1179,1480,545328,713757,468365,598820,43781,72175,2842,3688,25754,33243,534,679,4052,5152,471763,603058,44573,73455,5215,6756,27087,34778,1035,1295,45136,64241,41694,59278,1666,2418,826,1107,285,439,88,112,577,887,42196,60053,1906,2808,1125,1575,424,630,144,185
R,11,2016,81,1293062,549480,743582,476142,629578,41931,70981,3324,4557,23379,31880,560,726,4144,5860,479615,634434,42869,72525,5712,7955,24660,33609,1107,1398,507551,682376,437363,573121,40445,68710,2552,3489,23089,31444,492,596,3610,5016,440381,577250,41170,69897,4675,6473,24229,32964,981,1183,41929,61206,38779,56457,1486,2271,772,1068,290,436,68,130,534,844,39234,57184,1699,2628,1037,1482,431,645,126,215
R,11,2016,82,1174906,492907,681999,428399,579589,36856,64244,2841,3991,20566,28332,528,657,3717,5186,431594,583929,37681,65635,4940,7015,21741,29871,974,1255,455906,627114,394058,528868,35634,62247,2179,3040,20311,27937,453,563,3271,4459,396861,532581,36278,63319,4067,5692,21359,29300,859,1090,37001,54885,34341,50721,1222,1997,662,951,255,395,75,94,446,727,34733,51348,1403,2316,873,1323,382,571,115,165
R,11,2016,83,1068204,439936,628268,383490,534360,31944,58280,2479,3541,18380,26748,462,592,3181,4747,386186,538315,32642,59523,4283,6295,19417,28128,847,1186,407827,578833,353696,488624,30852,56438,1919,2741,18167,26413,398,517,2795,4100,356056,492019,31393,57402,3525,5177,19114,27648,745,1048,32109,49435,29794,45736,1092,1842,560,800,213,335,64,75,386,647,30130,46296,1249,2121,758,1118,303,480,102,138
R,11,2016,84,1021112,412103,609009,360700,520837,29195,54871,2195,3333,16689,24936,408,552,2916,4480,363182,524588,29873,56078,3818,5927,17624,26210,780,1101,382321,562089,332989,477394,28228,53163,1680,2566,16477,24611,356,482,2591,3873,335185,480616,28775,54136,3136,4858,17332,25731,694,964,29782,46920,27711,43443,967,1708,515,767,212,325,52,70,325,607,27997,43972,1098,1942,682,1069,292,479,86,137
R,11,2016,85,932499,370419,562080,327725,486251,23737,46755,1847,2884,14236,21809,340,458,2534,3923,329894,489537,24309,47814,3233,5151,15092,22945,660,917,343380,520026,302478,447249,22937,45302,1384,2168,14084,21536,293,395,2204,3376,304355,450055,23386,46126,2598,4160,14850,22539,572,802,27039,42054,25247,39002,800,1453,463,716,152,273,47,63,330,547,25539,39482,923,1688,635,991,242,406,88,115
R,11,2016,86,888001,343710,544291,303306,469960,22468,45459,1717,2717,13573,21892,329,462,2317,3801,305278,473148,22982,46457,3021,4876,14316,23020,625,918,318239,503194,279545,431748,21657,44078,1299,2046,13432,21641,291,392,2015,3289,281260,434489,22056,44851,2440,3953,14096,22648,559,798,25471,41097,23761,38212,811,1381,418,671,141,251,38,70,302,512,24018,38659,926,1606,581,923,220,372,66,120
R,11,2016,87,776585,292666,483919,259069,419272,18551,40156,1458,2276,11286,18536,286,416,2016,3263,260787,421969,19016,41074,2599,4125,11918,19478,538,818,270987,448726,238880,386536,17864,38947,1098,1734,11155,18308,251,360,1739,2841,240353,388873,18222,39676,2104,3373,11710,19149,469,720,21679,35193,20189,32736,687,1209,360,542,131,228,35,56,277,422,20434,33096,794,1398,495,752,208,329,69,98
R,11,2016,88,698060,255995,442065,227267,384304,15884,35827,1252,2030,9671,16527,201,344,1720,3033,228714,386831,16269,36663,2240,3768,10218,17393,412,727,237338,410840,209816,355378,15316,34695,937,1531,9577,16334,174,288,1518,2614,211088,357531,15628,35358,1824,3071,10076,17102,361,628,18657,31225,17451,28926,568,1132,315,499,94,193,27,56,202,419,17626,29300,641,1305,416,697,142,291,51,99
R,11,2016,89,618473,220020,398453,195105,347305,13765,31957,992,1801,8518,14499,176,283,1464,2608,196344,349486,14103,32645,1807,3349,8984,15220,354,599,204508,371375,180541,322150,13341,30990,762,1370,8430,14332,151,240,1283,2293,181624,324056,13609,31541,1484,2764,8850,14974,311,518,15512,27078,14564,25155,424,967,230,431,88,167,25,43,181,315,14720,25430,494,1104,323,585,134,246,43,81
R,11,2016,90,530411,182411,348000,161676,303782,11568,27728,861,1539,6944,12471,132,268,1230,2212,162720,305654,11862,28364,1545,2803,7328,13058,287,521,169279,324650,149401,282107,11170,26900,657,1181,6870,12309,112,233,1069,1920,150306,283719,11396,27407,1263,2300,7211,12834,246,461,13132,23350,12275,21675,398,828,204,358,74,162,20,35,161,292,12414,21935,466,957,282,503,117,224,41,60
R,11,2016,91,453528,149667,303861,132236,265122,9604,24190,713,1283,6034,11025,105,229,975,2012,133061,266796,9839,24795,1249,2428,6353,11556,224,463,138843,283796,122122,246485,9295,23474,522,977,5973,10894,88,201,843,1765,122836,247947,9477,23970,986,2004,6252,11361,192,408,10824,20065,10114,18637,309,716,191,306,61,131,17,28,132,247,10225,18849,362,825,263,424,101,195,32,55
R,11,2016,92,382221,121727,260494,107251,227994,7930,20440,575,1146,5082,9123,84,185,805,1606,107930,229324,8139,20923,1022,2094,5348,9541,172,363,112793,243791,98901,212470,7664,19845,431,883,5023,9012,74,160,700,1421,99491,213640,7828,20246,830,1735,5259,9385,150,324,8934,16703,8350,15524,266,595,144,263,59,111,10,25,105,185,8439,15684,311,677,192,359,89,156,22,39
R,11,2016,93,306572,94937,211635,83442,185257,6216,16586,466,863,4062,7464,74,140,677,1325,84014,186354,6396,17002,834,1642,4274,7794,156,292,87517,198341,76495,172900,5999,16106,349,660,4018,7384,62,123,594,1168,76999,173857,6144,16451,676,1362,4210,7678,131,259,7420,13294,6947,12357,217,480,117,203,44,80,12,17,83,157,7015,12497,252,551,158,280,64,116,25,33
R,11,2016,94,245675,73045,172630,63834,150848,4993,13872,357,713,3337,6027,49,129,475,1041,64242,151694,5116,14184,619,1306,3494,6297,112,262,67537,161786,58698,140730,4819,13505,272,562,3307,5958,39,114,402,917,59042,141469,4909,13766,493,1092,3444,6198,90,231,5508,10844,5136,10118,174,367,85,151,30,69,10,15,73,124,5200,10225,207,418,126,214,50,99,22,31
R,11,2016,95,193024,55036,137988,48304,120773,3597,11026,256,562,2460,4668,45,95,374,864,48613,121478,3714,11312,465,1064,2574,4889,94,202,50945,129437,44470,112814,3491,10736,189,441,2436,4616,35,85,324,745,44735,113421,3591,10976,370,883,2537,4804,72,175,4091,8551,3834,7959,106,290,67,121,24,52,10,10,50,119,3878,8057,123,336,95,181,37,85,22,27
R,11,2016,96,146902,40068,106834,34665,92607,2938,9096,196,450,1937,3951,33,75,299,655,34914,93134,3021,9318,356,823,2033,4118,75,159,36986,100030,31807,86276,2842,8867,145,346,1911,3913,26,62,255,566,32020,86727,2903,9051,283,673,1996,4055,62,133,3082,6804,2858,6331,96,229,51,104,26,38,7,13,44,89,2894,6407,118,267,73,150,37,63,13,26
R,11,2016,97,93453,24088,69365,20499,59589,1959,6318,133,300,1292,2680,26,46,179,432,20638,59933,2019,6476,234,546,1343,2786,53,105,22151,64993,18701,55522,1897,6159,99,242,1280,2657,21,41,153,372,18821,55816,1947,6289,183,461,1324,2747,40,87,1937,4372,1798,4067,62,159,34,58,12,23,5,5,26,60,1817,4117,72,187,51,85,19,39,13,18
R,11,2016,98,71914,17701,54213,15155,46745,1378,4815,98,240,924,2048,15,38,131,327,15260,47012,1426,4926,164,423,967,2124,34,85,16240,50804,13806,43575,1328,4691,70,195,918,2028,13,32,105,283,13889,43808,1362,4783,124,356,955,2093,28,74,1461,3409,1349,3170,50,124,28,45,6,20,2,6,26,44,1371,3204,64,143,40,67,12,31,6,11
R,11,2016,99,48693,11338,37355,9540,31907,972,3549,70,167,661,1456,13,27,82,249,9604,32098,995,3651,117,312,687,1513,29,61,10380,34978,8655,29694,934,3468,59,138,655,1443,12,23,65,212,8706,29854,949,3552,96,264,675,1490,23,52,958,2377,885,2213,38,81,11,29,6,13,1,4,17,37,898,2244,46,99,21,48,12,23,6,9
R,11,2016,100,86007,17563,68444,13941,56066,1936,8214,151,375,1326,3229,27,70,182,490,14079,56437,2006,8435,244,631,1385,3365,59,137,15719,63415,12260,51437,1877,8010,112,303,1310,3200,23,60,137,405,12362,51739,1928,8182,183,522,1351,3310,44,115,1844,5029,1681,4629,59,204,39,72,16,29,4,10,45,85,1717,4698,78,253,61,109,34,55,15,22
R,12,2016,999,325032763,160034592,164998171,123620763,125810788,20736869,22554151,2060932,2024201,8955957,9859911,398474,386064,4261597,4363056,127408906,129667057,22620873,24528634,3364838,3393562,10532470,11441201,781316,774437,130587413,136141746,97708557,100461780,19353059,21122893,1181280,1216207,8664586,9566704,291016,286540,3388915,3487622,100718972,103540560,20839682,22689591,2112738,2215128,9999753,10905625,591246,592766,29447179,28856425,25912206,25349008,1383810,1431258,879652,807994,291371,293207,107458,99524,872682,875434,26689934,26126497,1781191,1839043,1252100,1178434,532717,535576,190070,181671
R,12,2016,0,3978906,2035613,1943293,1449066,1382949,310674,296704,33522,32031,103930,99549,6346,6029,132075,126031,1571116,1499405,384026,366717,58666,56029,151456,144891,15512,14773,1506080,1438162,1001324,955856,279876,267315,17192,16439,97518,93433,4205,4003,105965,101116,1099796,1049813,339850,324559,33539,32043,136951,131055,10855,10345,529533,505131,447742,427093,30798,29389,16330,15592,6412,6116,2141,2026,26110,24915,471320,449592,44176,42158,25127,23986,14505,13836,4657,4428
R,12,2016,1,3997176,2044276,1952900,1458751,1392262,312056,298634,33595,32115,106025,102117,6384,6040,127465,121732,1576254,1504463,381791,365320,58538,55930,152474,146423,15411,14646,1515663,1448404,1011367,965333,281288,269261,17216,16466,99630,96003,4216,3995,101946,97346,1105854,1055543,338024,323507,33451,31963,138181,132768,10781,10246,528613,504496,447384,426929,30768,29373,16379,15649,6395,6114,2168,2045,25519,24386,470400,448920,43767,41813,25087,23967,14293,13655,4630,4400
R,12,2016,2,4009122,2050030,1959092,1466533,1396298,311777,302791,33571,32136,108494,103589,6425,6006,123230,118272,1579947,1505064,377995,367222,58275,55717,154068,146765,15332,14373,1523540,1454147,1020495,968666,281062,273285,17259,16463,102151,97465,4273,3936,98300,94332,1111439,1055847,334670,325521,33374,31816,140006,133293,10786,10035,526490,504945,446038,427632,30715,29506,16312,15673,6343,6124,2152,2070,24930,23940,468508,449217,43325,41701,24901,23901,14062,13472,4546,4338
R,12,2016,3,3973627,2030825,1942802,1451270,1383373,307881,299264,33110,31669,110366,105724,6428,6011,121770,116761,1563322,1490717,373148,362691,57486,54980,155578,148507,15244,14310,1510188,1442303,1010042,959236,277589,270120,16997,16255,104097,99621,4298,3944,97165,93127,1099915,1045276,330400,321509,32884,31430,141713,135153,10755,9990,520637,500499,441228,424137,30292,29144,16113,15414,6269,6103,2130,2067,24605,23634,463407,445441,42748,41182,24602,23550,13865,13354,4489,4320
R,12,2016,4,3998684,2042112,1956572,1460304,1394793,308302,299360,32783,31616,113341,108648,6499,6143,120883,116012,1571445,1501417,372797,361799,57159,55048,158417,151459,15295,14521,1518446,1450895,1015125,964873,278402,270492,17078,16476,107128,102576,4377,4063,96336,92415,1104131,1050230,330470,320959,32950,31724,144674,138159,10834,10195,523666,505677,445179,429920,29900,28868,15705,15140,6213,6072,2122,2080,24547,23597,467314,451187,42327,40840,24209,23324,13743,13300,4461,4326
R,12,2016,5,4022277,2056736,1965541,1479532,1409411,309803,300660,32633,31558,108279,103547,6336,5921,120153,114444,1590049,1514598,374161,362160,57185,55012,152568,145596,15055,14187,1523643,1452632,1024023,971502,280444,272289,17285,16441,102154,97714,4235,3879,95502,90807,1112312,1055383,332362,321838,33260,31637,138876,132552,10601,9886,533093,512909,455509,437909,29359,28371,15348,15117,6125,5833,2101,2042,24651,23637,477737,459215,41799,40322,23925,23375,13692,13044,4454,4301
R,12,2016,6,4067885,2077812,1990073,1498027,1430621,311887,302510,32224,31349,108439,103874,6282,5833,120953,115886,1609373,1537208,376462,364921,57149,55463,152875,145939,15033,14079,1535424,1466793,1031848,981068,283716,274803,17251,16935,102411,98275,4251,3911,95947,91801,1120583,1065874,335702,324946,33395,32582,139265,133193,10653,9942,542388,523280,466179,449553,28171,27707,14973,14414,6028,5599,2031,1922,25006,24085,488790,471334,40760,39975,23754,22881,13610,12746,4380,4137
R,12,2016,7,4013124,2047136,1965988,1472676,1407901,308362,300582,32889,31937,108737,104761,6290,6061,118182,114746,1581353,1513303,371722,362911,56891,55212,152321,146396,14659,14223,1522306,1459033,1024302,975286,279515,272406,17421,16948,102703,98971,4288,4041,94077,91381,1111255,1059617,330851,322822,32999,32124,138869,133629,10436,10019,524830,506955,448374,432615,28847,28176,15468,14989,6034,5790,2002,2020,24105,23365,470098,453686,40871,40089,23892,23088,13452,12767,4223,4204
