UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,8,2016,75,1914837,864278,1050559,741207,881424,70685,104152,6109,7143,37986,47614,1032,1131,7259,9095,747304,888971,72318,106596,10509,12668,40130,50168,1909,2188,798410,963672,680721,801600,68256,100824,4733,5577,37518,46959,906,953,6276,7759,685964,807997,69495,102706,8621,10400,39422,49192,1683,1889,65868,86887,60486,79824,2429,3328,1376,1566,468,655,126,178,983,1336,61340,80974,2823,3890,1888,2268,708,976,226,299
R,8,2016,76,1794327,804150,990177,686631,827963,67071,99895,5716,6782,36913,45874,992,1172,6827,8491,692324,835015,68635,102213,9752,11858,39034,48243,1816,2169,741277,906036,628898,750743,64783,96595,4370,5257,36432,45254,853,956,5941,7231,633840,756690,65988,98372,7927,9672,38336,47341,1591,1834,62873,84141,57733,77220,2288,3300,1346,1525,481,620,139,216,886,1260,58484,78325,2647,3841,1825,2186,698,902,225,335
R,8,2016,77,1671090,746835,924255,641945,778806,59933,89710,4922,6055,33245,40887,806,1079,5984,7718,646995,785217,61294,91754,8472,10669,35047,43077,1530,2022,689427,846605,589164,707357,57763,86711,3749,4700,32854,40336,689,916,5208,6585,593526,712817,58823,88251,6884,8731,34468,42259,1350,1729,57408,77650,52781,71449,2170,2999,1173,1355,391,551,117,163,776,1133,53469,72400,2471,3503,1588,1938,579,818,180,293
R,8,2016,78,1586721,700823,885898,604336,748407,54726,85071,4552,5815,30803,38606,784,976,5622,7023,609057,754238,56001,86985,7906,9930,32507,40626,1430,1806,647951,812636,555592,681068,52842,82209,3538,4513,30428,38104,662,791,4889,5951,559677,685974,53830,83672,6507,8091,31952,39864,1230,1515,52872,73262,48744,67339,1884,2862,1014,1302,375,502,122,185,733,1072,49380,68264,2171,3313,1399,1839,555,762,200,291
R,8,2016,79,1450142,632913,817229,545940,690258,49202,78460,4015,5149,28028,35909,701,879,5027,6574,550231,695742,50351,80224,6956,8969,29593,37813,1267,1681,584703,749508,501473,627891,47462,75896,3075,3955,27706,35395,600,733,4387,5638,505201,632555,48339,77263,5701,7304,29113,37083,1105,1445,48210,67721,44467,62367,1740,2564,940,1194,322,514,101,146,640,936,45030,63187,2012,2961,1255,1665,480,730,162,236
R,8,2016,80,1362942,587577,775365,507663,655418,45654,75003,3619,4793,25484,33354,610,775,4547,6022,511481,660414,46679,76669,6244,8344,26922,35063,1171,1443,542889,711753,466382,596718,44016,72636,2798,3694,25195,32919,526,658,3972,5128,469710,600936,44799,73913,5125,6779,26493,34428,1026,1258,44688,63612,41281,58700,1638,2367,821,1099,289,435,84,117,575,894,41771,59478,1880,2756,1119,1565,429,635,145,185
R,8,2016,81,1289738,547075,742663,474670,629957,41479,70506,3295,4510,22960,31203,558,711,4113,5776,478138,634732,42403,72026,5654,7875,24234,32897,1101,1382,505606,681854,436261,573839,40045,68260,2541,3439,22669,30771,488,588,3602,4957,439288,577906,40769,69432,4653,6404,23803,32268,977,1175,41469,60809,38409,56118,1434,2246,754,1071,291,432,70,123,511,819,38850,56826,1634,2594,1001,1471,431,629,124,207
R,8,2016,82,1147033,480465,666568,417572,566067,35930,62997,2740,3839,20105,27890,519,651,3599,5124,420652,570377,36733,64374,4773,6794,21250,29429,950,1243,444489,613150,384184,516713,34748,61022,2089,2928,19868,27507,442,564,3158,4416,386877,520410,35373,62082,3909,5528,20894,28872,835,1089,35976,53418,33388,49354,1182,1975,651,911,237,383,77,87,441,708,33775,49967,1360,2292,864,1266,356,557,115,154
R,8,2016,83,1078096,443212,634884,386825,540816,32106,58465,2473,3570,18188,26755,442,580,3178,4698,389530,544728,32814,59697,4255,6297,19233,28121,818,1175,411397,585707,357312,495282,31008,56654,1927,2780,17969,26421,384,504,2797,4066,359680,498647,31561,57623,3518,5195,18918,27641,725,1039,31815,49177,29513,45534,1098,1811,546,790,219,334,58,76,381,632,29850,46081,1253,2074,737,1102,315,480,93,136
R,8,2016,84,1013698,408912,604786,359264,519159,28106,53222,2129,3251,16168,24193,394,526,2851,4435,361700,522876,28756,54412,3712,5809,17091,25452,768,1066,379383,558616,331739,476385,27190,51565,1621,2496,15964,23878,340,461,2529,3831,333894,479571,27713,52522,3033,4746,16808,24994,679,931,29529,46170,27525,42774,916,1657,508,755,204,315,54,65,322,604,27806,43305,1043,1890,679,1063,283,458,89,135
R,8,2016,85,939066,371519,567547,328599,490783,23986,47370,1817,2885,14228,22103,347,467,2542,3939,330770,494068,24554,48451,3225,5146,15082,23253,663,931,344391,525026,303281,451366,23163,45882,1358,2160,14078,21833,302,401,2209,3384,305163,454166,23601,46723,2594,4142,14841,22844,581,818,27128,42521,25318,39417,823,1488,459,725,150,270,45,66,333,555,25607,39902,953,1728,631,1004,241,409,82,113
R,8,2016,86,882150,340393,541757,300543,468052,22237,45389,1738,2711,13268,21419,326,458,2281,3728,302487,471167,22750,46376,3020,4850,13993,22512,613,903,315253,501327,277084,430439,21437,44039,1310,2058,13138,21167,290,389,1994,3235,278780,433129,21843,44804,2436,3958,13792,22142,546,784,25140,40430,23459,37613,800,1350,428,653,130,252,36,69,287,493,23707,38038,907,1572,584,892,201,370,67,119
R,8,2016,87,771364,290327,481037,257412,417439,18249,39575,1425,2172,10996,18191,271,407,1974,3253,259076,420140,18707,40486,2559,4035,11611,19112,517,805,269092,446440,237634,385284,17584,38369,1074,1642,10863,17975,237,351,1700,2819,239060,387608,17933,39096,2075,3289,11399,18795,447,706,21235,34597,19778,32155,665,1206,351,530,133,216,34,56,274,434,20016,32532,774,1390,484,746,212,317,70,99
R,8,2016,88,696985,254458,442527,226121,385466,15711,35515,1220,2010,9522,16226,195,331,1689,2979,227552,387944,16080,36326,2159,3717,10076,17079,415,716,236201,411762,209039,356930,15159,34419,918,1515,9430,16035,166,278,1489,2585,210296,359057,15461,35062,1756,3032,9935,16794,364,617,18257,30765,17082,28536,552,1096,302,495,92,191,29,53,200,394,17256,28887,619,1264,403,685,141,285,51,99
R,8,2016,89,614394,217813,396581,193317,346161,13608,31564,986,1796,8286,14219,164,274,1452,2567,194549,348319,13955,32256,1802,3290,8736,14933,334,579,202601,370049,179025,321542,13187,30601,772,1372,8204,14051,141,233,1272,2250,180103,323422,13463,31154,1494,2713,8609,14689,292,503,15212,26532,14292,24619,421,963,214,424,82,168,23,41,180,317,14446,24897,492,1102,308,577,127,244,42,76
R,8,2016,90,525940,179998,345942,159559,302000,11460,27691,829,1501,6836,12283,129,260,1185,2207,160563,303848,11749,28320,1494,2761,7202,12879,274,521,167058,322839,147473,280524,11071,26897,618,1148,6760,12127,111,223,1025,1920,148338,282125,11294,27399,1206,2268,7081,12657,235,458,12940,23103,12086,21476,389,794,211,353,76,156,18,37,160,287,12225,21723,455,921,288,493,121,222,39,63
R,8,2016,91,452593,148730,303863,131488,265545,9532,24028,708,1292,5918,10767,99,231,985,2000,132317,267214,9764,24655,1249,2452,6240,11264,224,441,138102,284048,121552,247140,9228,23315,524,996,5855,10631,83,203,860,1763,122277,248603,9412,23835,1001,2041,6139,11073,192,389,10628,19815,9936,18405,304,713,184,296,63,136,16,28,125,237,10040,18611,352,820,248,411,101,191,32,52
R,8,2016,92,376582,119539,257043,105430,225309,7755,20004,553,1100,4929,8909,89,177,783,1544,106094,226597,7960,20462,991,2001,5181,9322,173,352,110728,240938,97195,210364,7490,19425,413,838,4872,8799,77,154,681,1358,97774,211489,7650,19800,800,1642,5094,9167,149,314,8811,16105,8235,14945,265,579,140,262,57,110,12,23,102,186,8320,15108,310,662,191,359,87,155,24,38
R,8,2016,93,303488,93630,209858,82264,183655,6177,16588,464,847,4010,7334,66,138,649,1296,82810,184720,6345,16983,813,1605,4222,7659,151,295,86436,196776,75536,171466,5965,16127,346,656,3972,7260,54,122,563,1145,76009,172398,6098,16455,651,1341,4163,7544,125,262,7194,13082,6728,12189,212,461,118,191,38,74,12,16,86,151,6801,12322,247,528,162,264,59,115,26,33
R,8,2016,94,242915,71692,171223,62763,150045,4797,13574,343,697,3256,5746,49,131,484,1030,63174,150886,4931,13893,611,1286,3412,6015,111,261,66396,160590,57808,140142,4644,13206,265,545,3223,5675,40,114,416,908,58159,140876,4746,13476,495,1070,3363,5916,90,229,5296,10633,4955,9903,153,368,78,152,33,71,9,17,68,122,5015,10010,185,417,116,216,49,99,21,32
R,8,2016,95,188926,53795,135131,47157,118179,3578,10815,248,558,2408,4631,40,93,364,855,47461,118872,3683,11098,448,1057,2523,4845,87,197,49858,126844,43488,110474,3461,10536,181,433,2384,4583,31,82,313,736,43749,111069,3550,10774,351,872,2485,4763,68,172,3937,8287,3669,7705,117,279,67,125,24,48,9,11,51,119,3712,7803,133,324,97,185,38,82,19,25
R,8,2016,96,140841,38022,102819,32831,88977,2837,8948,189,430,1844,3773,37,65,284,626,33063,89478,2923,9161,342,785,1933,3933,77,148,35082,96326,30113,82925,2745,8728,139,338,1818,3737,29,55,238,543,30307,83357,2807,8905,270,653,1894,3875,63,122,2940,6493,2718,6052,92,220,50,92,26,36,8,10,46,83,2756,6121,116,256,72,132,39,58,14,26
R,8,2016,97,93778,24147,69631,20684,60165,1912,6133,129,291,1238,2575,22,44,162,423,20812,60506,1962,6286,223,534,1288,2676,43,99,22267,65374,18938,56216,1852,5968,94,233,1228,2551,18,39,137,367,19047,56511,1894,6097,172,448,1270,2639,33,85,1880,4257,1746,3949,60,165,35,58,10,24,4,5,25,56,1765,3995,68,189,51,86,18,37,10,14
R,8,2016,98,70318,17152,53166,14677,45814,1344,4783,99,235,881,1972,17,37,134,325,14785,46077,1391,4902,168,413,922,2048,36,80,15730,49847,13365,42717,1296,4671,73,194,874,1956,15,31,107,278,13451,42941,1328,4766,129,353,909,2019,31,69,1422,3319,1312,3097,48,112,26,41,7,16,2,6,27,47,1334,3136,63,136,39,60,13,29,5,11
R,8,2016,99,46424,10747,35677,9028,30391,932,3441,61,166,638,1416,11,26,77,237,9088,30573,954,3530,101,303,663,1476,27,61,9842,33431,8189,28312,899,3359,48,137,632,1400,10,23,64,200,8240,28464,917,3430,81,257,653,1449,21,53,905,2246,839,2079,33,82,13,29,6,16,1,3,13,37,848,2109,37,100,20,46,10,27,6,8
R,8,2016,100,83835,16907,66928,13397,54879,1885,8048,146,360,1277,3095,26,69,176,477,13530,55238,1952,8265,237,612,1336,3223,58,133,15118,62000,11766,50340,1826,7850,110,290,1262,3068,22,59,132,393,11865,50634,1874,8021,180,503,1302,3173,43,110,1789,4928,1631,4539,59,198,36,70,15,27,4,10,44,84,1665,4604,78,244,57,109,34,50,15,23
R,9,2016,999,324373602,159705602,164668000,123464849,125659435,20677405,22495283,2054362,2017526,8885854,9782084,396294,383925,4226838,4329747,127220830,129484899,22541923,24451155,3352786,3381618,10449032,11350523,776780,770080,130408339,135965510,97678765,100441348,19303412,21073416,1178875,1213640,8596143,9490571,289446,284950,3361698,3461585,100663898,103495945,20774781,22625583,2107271,2209643,9920024,10818623,587952,589539,29297263,28702490,25786084,25218087,1373993,1421867,875487,803886,289711,291513,106848,98975,865140,868162,26556932,25988954,1767142,1825572,1245515,1171975,529008,531900,188828,180541
R,9,2016,0,3978706,2035501,1943205,1450519,1384347,310852,296877,33528,32039,103416,99061,6334,6021,130852,124860,1571372,1499658,383292,366017,58620,55986,150612,144084,15457,14724,1506882,1438932,1003471,957915,280095,267525,17202,16450,97012,92950,4193,3992,104909,100100,1100905,1050875,339267,323997,33527,32030,136164,130298,10814,10307,528619,504273,447048,426432,30757,29352,16326,15589,6404,6111,2141,2029,25943,24760,470467,448783,44025,42020,25093,23956,14448,13786,4643,4417
R,9,2016,1,3997051,2044214,1952837,1461187,1393621,311625,299456,33599,32126,105568,101276,6375,6015,125860,120343,1577146,1504463,380083,365219,58456,55862,151631,145122,15349,14534,1517065,1449055,1014920,967205,280934,270103,17231,16474,99192,95159,4212,3962,100576,96152,1108084,1056235,336547,323543,33429,31932,137423,131536,10745,10154,527149,503782,446267,426416,30691,29353,16368,15652,6376,6117,2163,2053,25284,24191,469062,448228,43536,41676,25027,23930,14208,13586,4604,4380
R,9,2016,2,3995184,2042818,1952366,1459905,1389992,312001,303003,33369,31984,108210,103333,6405,5980,122928,118074,1573037,1498584,378175,367453,57993,55477,153585,146355,15272,14311,1516613,1447795,1014057,962648,281194,273423,17208,16399,101882,97255,4259,3926,98013,94144,1104727,1049660,334753,325674,33264,31678,139546,132935,10745,10006,526205,504571,445848,427344,30807,29580,16161,15585,6328,6078,2146,2054,24915,23930,468310,448924,43422,41779,24729,23799,14039,13420,4527,4305
R,9,2016,3,3976078,2030950,1945128,1450661,1384959,307363,299088,32812,31420,111971,107040,6485,6082,121658,116539,1562589,1492063,372384,362149,57124,54759,157363,149934,15327,14421,1511493,1444299,1010046,960098,277262,270071,16995,16298,105710,100879,4351,3993,97129,92960,1099864,1045956,329874,321149,32842,31500,143526,136527,10836,10067,519457,500829,440615,424861,30101,29017,15817,15122,6261,6161,2134,2089,24529,23579,462725,446107,42510,41000,24282,23259,13837,13407,4491,4354
R,9,2016,4,3986605,2036383,1950222,1459264,1393281,307691,298292,32962,31817,110066,105745,6369,6013,120031,115074,1569640,1499064,371887,360270,57309,55155,154561,148070,15074,14305,1513018,1445357,1014215,963768,278022,269718,17050,16475,103879,99799,4263,3972,95589,91625,1102552,1048418,329849,319805,32905,31658,140888,134959,10640,10032,523365,504865,445049,429513,29669,28574,15912,15342,6187,5946,2106,2041,24442,23449,467088,450646,42038,40465,24404,23497,13673,13111,4434,4273
R,9,2016,5,4036320,2064593,1971727,1487242,1415821,310785,301468,32261,31246,107551,102701,6332,5885,120422,114606,1598018,1521166,375213,363040,56930,54857,151925,144700,15093,14166,1527375,1454852,1026685,973399,281965,273367,17358,16484,101490,96933,4247,3866,95630,90803,1115088,1057275,333916,322919,33392,31770,138260,131691,10640,9874,537218,516875,460557,442422,28820,28101,14903,14762,6061,5768,2085,2019,24792,23803,482930,463891,41297,40121,23538,23087,13665,13009,4453,4292
R,9,2016,6,4041265,2063168,1978097,1486085,1420134,309462,300190,32530,31624,108570,104191,6207,5882,120314,116076,1596871,1526873,373809,362844,57242,55689,152712,146304,14869,14134,1527250,1460868,1026756,976891,281011,272509,17187,16952,102548,98531,4199,3925,95549,92060,1115161,1061940,332891,322882,33218,32613,139156,133491,10543,9941,535918,517229,459329,443243,28451,27681,15343,14672,6022,5660,2008,1957,24765,24016,481710,464933,40918,39962,24024,23076,13556,12813,4326,4193
R,9,2016,7,4019972,2050414,1969558,1476781,1411928,309395,301989,32836,31937,107837,104050,6294,6097,117271,113557,1584513,1516254,372239,363713,56826,54869,150961,145127,14589,14176,1525740,1462905,1028229,979229,280627,273827,17408,16946,101796,98323,4288,4078,93392,90502,1114431,1062768,331601,323873,32968,31831,137638,132574,10384,9999,524674,506653,448552,432699,28768,28162,15428,14991,6041,5727,2006,2019,23879,23055,470082,453486,40638,39840,23858,23038,13323,12553,4205,4177
R,9,2016,8,4147769,2116942,2030827,1527470,1457695,320412,312577,33874,32636,111524,107742,6330,6162,117332,114015,1635085,1562323,383436,374766,57687,55853,154416,148732,14924,14145,1575294,1510985,1062785,1012303,290954,284264,17832,17441,105521,101964,4283,4135,93919,90878,1149275,1096040,342402,334870,33420,32447,141337,136073,10630,10009,541648,519842,464685,445392,29458,28313,16042,15195,6003,5778,2047,2027,23413,23137,485810,466283,41034,39896,24267,23406,13079,12659,4294,4136
R,9,2016,9,4184181,2135898,2048283,1547748,1478154,321792,312944,34583,33345,110980,106662,6311,6265,114484,110913,1652790,1579733,382976,372855,58441,56409,152686,146584,14698,14312,1590442,1523263,1079069,1027023,292620,284907,18037,17801,105007,100970,4267,4201,91442,88361,1163358,1108270,342453,333658,33655,32732,139674,134204,10441,10103,545456,525020,468679,451131,29172,28037,16546,15544,5973,5692,2044,2064,23042,22552,489432,471463,40523,39197,24786,23677,13012,12380,4257,4209
R,9,2016,10,4152054,2121027,2031027,1545463,1472408,315304,307270,34180,32811,109933,106479,6205,6008,109942,106051,1646243,1569571,373280,363811,57415,55146,150496,145048,14248,13658,1586656,1516536,1084902,1028909,287424,280233,18020,17577,104033,101044,4187,4045,88090,84728,1165985,1106832,334797,326437,33231,32133,138039,133245,10138,9673,534371,514491,460561,443499,27880,27037,16160,15234,5900,5435,2018,1963,21852,21323,480258,462739,38483,37374,24184,23013,12457,11803,4110,3985
R,9,2016,11,4139627,2113254,2026373,1547231,1473366,310326,302241,33714,32988,110879,109443,6190,6115,104914,102220,1643274,1566761,364978,356032,56424,55028,149774,146874,13783,13508,1589025,1522151,1094217,1037789,283150,276149,18001,17635,105326,104197,4206,4258,84125,82123,1171561,1113076,327905,320274,32907,32091,137954,135699,9815,9772,524229,504222,453014,435577,27176,26092,15713,15353,5553,5246,1984,1857,20789,20097,471713,453685,37073,35758,23517,22937,11820,11175,3968,3736
R,9,2016,12,4137413,2109980,2027433,1551271,1480530,307323,299468,32858,32075,111292,110938,6013,5810,101223,98612,1643819,1570666,359338,350590,55144,53841,149162,147323,13536,13064,1599702,1533442,1108941,1052839,281382,274246,17914,17283,105817,105714,4158,4054,81490,79306,1183760,1125565,323976,316232,32782,31823,137742,136331,9804,9430,510278,493991,442330,427691,25941,25222,14944,14792,5475,5224,1855,1756,19733,19306,460059,445101,35362,34358,22362,22018,11420,10992,3732,3634
R,9,2016,13,4119806,2100324,2019482,1548583,1478604,305744,298284,32411,31634,110718,110703,5903,5699,96965,94558,1637093,1564975,355319,346768,54442,53149,146619,145705,13200,12657,1599723,1533376,1114374,1056779,280206,273873,17619,17024,105417,105578,4087,4008,78020,76114,1185883,1126591,320912,313692,32342,31481,135631,134982,9526,9263,500601,486106,434209,421825,25538,24411,14792,14610,5301,5125,1816,1691,18945,18444,451210,438384,34407,33076,22100,21668,10988,10723,3674,3394
R,9,2016,14,4116144,2098955,2017189,1548384,1478606,311543,303525,32548,31411,107730,106430,5787,5672,92963,91545,1633134,1561888,358821,350723,54321,53038,141854,139509,12846,12489,1602894,1536253,1117067,1060473,286494,279374,17888,17194,102590,101538,4069,3991,74786,73683,1185486,1127815,325418,318179,32455,31748,131235,129300,9411,9142,496061,480936,431317,418133,25049,24151,14660,14217,5140,4892,1718,1681,18177,17862,447648,434073,33403,32544,21866,21290,10619,10209,3435,3347
R,9,2016,15,4189225,2137795,2051430,1575228,1503768,321340,311834,32480,31600,110096,108266,5786,5691,92865,90271,1659638,1585988,368589,358099,54711,53240,144058,140835,12851,12559,1641015,1571369,1142942,1085776,296129,287915,18111,17584,105047,103437,4080,3972,74706,72685,1211018,1152224,334934,326024,33195,32247,133641,130858,9393,9162,496780,480061,432286,417992,25211,23919,14369,14016,5049,4829,1706,1719,18159,17586,448620,433764,33655,32075,21516,20993,10417,9977,3458,3397
R,9,2016,16,4269596,2182538,2087058,1607022,1527238,333557,323359,33545,32297,110659,109055,5993,5708,91762,89401,1690590,1608281,379956,369253,56267,54288,143726,140979,12935,12544,1680671,1605799,1169728,1108343,308332,299154,18860,18019,105617,104208,4290,4054,73844,72021,1237158,1173842,346428,336921,34277,33095,133528,131033,9562,9220,501867,481259,437294,418895,25225,24205,14685,14278,5042,4847,1703,1654,17918,17380,453432,434439,33528,32332,21990,21193,10198,9946,3373,3324
R,9,2016,17,4217672,2157651,2060021,1595238,1514754,326703,315957,32684,31667,107756,105677,5932,5491,89338,86475,1676386,1593025,371656,360251,55174,53667,139670,136113,13003,12140,1668179,1592015,1168546,1106966,302053,292513,18530,17990,102793,100937,4252,3943,72005,69666,1234164,1170190,339065,329068,34031,33214,129649,126404,9620,8989,489472,468006,426692,407788,24650,23444,14154,13677,4963,4740,1680,1548,17333,16809,442222,422835,32591,31183,21143,20453,10021,9709,3383,3151
